"counts_all_1","counts_all_2","counts_all_3","counts_all_4","counts_gametes_0","counts_gametes_1","counts_gametes_2","counts_gametes_3","counts_gametes_4","counts_offspring_sexual_1","counts_offspring_sexual_2","counts_offspring_sexual_3","counts_offspring_sexual_4","counts_offspring_asexual_1","counts_offspring_asexual_2","counts_offspring_asexual_3","counts_offspring_asexual_4","counts_offspring_survived_1","counts_offspring_survived_2","counts_offspring_survived_3","counts_offspring_survived_4","counts_parent_survived_1","counts_parent_survived_2","counts_parent_survived_3","counts_parent_survived_4"
9,901,38,1,2108,6176,1206,0,0,2719,4627,1529,154,0,2680,0,0,20.2370916754478,58.04531085353,36.2328767123288,0.484720758693361,0,834,0,0
27,849,72,1,2019,6120,1287,61,3,2599,4488,1699,250,62,2534,144,9,19.0031612223393,61.5595363540569,45.5005268703899,0.936775553213909,5,792,24,1
39,814,96,0,1972,6161,1234,120,3,2502,4584,1629,317,161,2401,250,10,28.113804004215,66.6174920969441,48.5879873551106,1.68071654373024,15,738,50,1
43,779,124,3,1798,6205,1326,161,0,2366,4519,1820,384,256,2313,336,0,20.8640674394099,63.5405690200211,64.4889357218124,1.10642781875659,23,712,64,0
59,757,130,3,1766,6074,1445,199,6,2265,4411,1940,454,274,2213,471,25,25.7671232876712,72.2560590094837,69.7334035827187,3.24341412012645,23,684,71,0
56,733,158,2,1739,6147,1353,244,7,2269,4499,1859,474,369,2230,441,24,27.5268703898841,74.0126448893572,68.5437302423604,2.91675447839831,33,657,85,1
51,697,199,2,1723,6098,1414,246,9,2221,4425,1922,523,328,2103,518,15,24.6153846153846,61.3698630136986,71.3171759747102,2.69757639620653,31,650,108,0
62,674,210,3,1590,6014,1553,327,6,1986,4377,2020,694,320,2015,674,13,20.3298208640674,69.0094836670179,83.9304531085353,3.73024236037935,33,610,128,1
56,644,244,5,1628,5885,1611,359,7,1999,4230,2100,732,383,1939,725,27,27.4762908324552,64.9104320337197,79.6628029504742,2.9504741833509,39,583,151,1
61,621,264,3,1543,5857,1686,387,17,1895,4151,2222,779,363,1819,857,38,21.3614330874605,64.6564805057956,90.7860906217071,4.19599578503688,34,568,166,0
61,605,282,1,1513,5859,1718,393,7,1882,4144,2245,802,363,1798,937,22,25.3593256059009,65.6122233930453,94.9968387776607,5.03161222339305,34,548,176,0
43,582,318,6,1464,5884,1700,440,2,1786,4207,2249,846,380,1760,1039,7,17.9315068493151,63.2528977871444,101.874604847208,3.94099051633298,41,519,202,0
38,573,331,7,1487,5606,1860,518,19,1778,3955,2270,998,286,1720,1074,45,20.7534246575342,62.8767123287671,105,6.36986301369863,26,505,219,4
47,587,308,7,1465,5624,1847,535,19,1722,3911,2333,1020,233,1647,1118,61,23.5100105374078,63.1169652265543,108.018967334036,6.35405690200211,23,504,219,2
38,576,331,4,1448,5661,1854,506,21,1746,3937,2357,948,289,1648,1061,59,15.2581664910432,53.9757639620653,107.379346680717,4.38672286617492,30,520,218,0
54,565,327,3,1515,5629,1824,509,13,1826,3901,2303,999,211,1709,1148,30,25.0368809272919,51.3256059009484,114.335089567966,7.30242360379347,20,508,223,0
51,541,352,5,1429,5666,1840,547,8,1754,3856,2376,1025,332,1629,1128,26,23.2349841938883,58.1981032665964,120.379346680717,8.18756585879873,26,495,218,0
55,517,372,5,1330,5668,1879,597,16,1553,3945,2447,1033,319,1539,1192,39,17.4920969441517,62.3814541622761,115.279241306639,4.84720758693361,36,470,241,2
54,500,388,7,1324,5615,1928,607,16,1578,3844,2440,1102,350,1468,1349,37,17.886195995785,58.8935721812434,122.585879873551,7.63435194942044,29,460,252,1
41,484,420,4,1322,5554,1951,643,20,1510,3798,2502,1126,331,1417,1357,60,19.827186512118,60.6617492096944,137.374077976818,6.13698630136986,32,421,269,3
40,490,414,5,1218,5504,2060,701,7,1418,3671,2630,1219,254,1408,1444,32,19.1190727081138,56.9020021074816,134.516332982086,5.46259220231823,27,426,279,1
42,459,440,8,1206,5537,2081,652,14,1409,3795,2578,1205,240,1402,1452,46,17.8977871443625,51.2012644889357,141.369863013699,4.53108535300316,23,421,290,0
49,446,436,18,1212,5443,2058,752,25,1381,3656,2564,1294,240,1312,1518,69,19.8735511064278,63.013698630137,135.479452054795,11.6332982086407,31,388,298,2
44,475,416,14,1092,5425,2130,786,57,1227,3611,2627,1356,292,1290,1468,146,16.8429926238145,52.349841938883,135.426765015806,11.3804004214963,29,391,307,6
41,489,409,10,1202,5559,1960,731,38,1385,3743,2486,1321,284,1375,1401,118,17.6185458377239,61.6649104320337,121.127502634352,8.58904109589041,27,422,288,3
38,516,388,7,1239,5418,2092,710,31,1439,3593,2635,1227,260,1417,1378,78,18.3150684931507,43.2718651211802,121.563751317176,7.84931506849315,26,440,291,1
46,500,396,7,1285,5555,1986,643,21,1509,3802,2482,1150,228,1436,1372,59,17.8240252897787,50.536354056902,124.139093782929,6.50052687038988,23,449,278,0
52,476,416,5,1271,5603,1985,615,16,1504,3827,2530,1125,303,1432,1370,60,22.1875658587987,62.550052687039,132.18124341412,7.08113804004215,32,435,258,0
52,453,434,10,1215,5501,2055,700,19,1383,3720,2548,1292,316,1366,1443,45,17.8461538461538,60.6280295047418,143.013698630137,10.5121180189673,32,410,273,2
44,452,437,16,1155,5436,2125,743,31,1371,3635,2579,1336,325,1286,1564,88,17.8809272918862,56.1612223393045,155.639620653319,9.31822971548999,30,402,276,2
37,467,436,9,1206,5304,2184,750,46,1360,3516,2665,1280,284,1274,1484,136,18.4994731296101,54.0379346680717,148.239199157007,10.2233930453109,26,395,296,1
42,452,445,10,1172,5457,2140,691,30,1318,3717,2605,1270,221,1315,1527,70,15.2223393045311,61.1348788198103,150.750263435195,5.89251844046365,24,398,294,0
46,444,437,22,1170,5423,2109,753,35,1331,3626,2605,1319,276,1304,1478,77,16.7692307692308,58.577449947313,132.775553213909,9.87776606954689,25,396,309,1
50,451,430,18,1147,5382,2136,762,63,1279,3610,2576,1353,277,1260,1527,186,22.2149631190727,57.0094836670179,165.40779768177,9.36775553213909,28,397,263,7
34,438,465,12,1206,5346,2125,751,62,1352,3564,2561,1340,285,1247,1481,145,16.2349841938883,56.9367755532139,134.91043203372,8.91780821917808,29,402,297,4
40,416,479,14,1147,5379,2176,747,41,1313,3598,2621,1335,203,1281,1585,101,17.7344573234984,46.7355110642782,127.688092729189,5.84193888303477,27,385,335,4
52,432,455,10,1061,5382,2200,807,40,1214,3596,2614,1436,241,1226,1683,115,23.709167544784,64.5416227608008,150.684931506849,11.0642781875659,19,346,331,3
47,418,467,17,1169,5382,2166,749,24,1315,3622,2635,1335,322,1274,1575,84,18.1770284510011,59.799789251844,162.539515279241,9.48366701791359,31,369,296,3
28,439,470,12,1059,5481,2159,731,60,1219,3663,2681,1335,296,1161,1659,135,21.3867228661749,57.9430979978925,146.722866174921,9.94731296101159,28,368,312,5
37,437,462,13,1140,5287,2225,796,42,1242,3466,2685,1453,174,1288,1615,102,16.6912539515279,50.8324552160169,163.119072708114,9.35721812434141,17,389,298,5
29,420,487,13,1140,5371,2172,760,47,1279,3567,2671,1333,224,1221,1568,110,18.7586933614331,58.9947312961012,169.643835616438,10.6027397260274,17,370,302,2
28,426,485,10,1127,5256,2255,808,44,1252,3440,2644,1451,191,1205,1699,115,14.7608008429926,52.3140147523709,132.195995785037,6.72918861959958,20,369,349,5
30,431,484,4,1121,5265,2261,804,39,1252,3423,2674,1490,170,1180,1661,80,16.1643835616438,48.9905163329821,163.881981032666,6.96311907270811,16,370,326,1
32,445,459,13,1130,5303,2238,800,19,1275,3487,2661,1453,193,1233,1626,35,17.4668071654373,60.4257112750263,136.665964172813,9.44151738672287,18,377,330,0
28,458,451,12,1130,5337,2219,764,40,1309,3491,2690,1381,222,1296,1628,103,16.504741833509,60.9957850368809,141.366701791359,8.13277133825079,16,393,309,4
23,440,473,13,1222,5305,2157,772,34,1386,3438,2692,1372,175,1308,1584,94,19.6153846153846,49.1538461538462,141.923076923077,8.30769230769231,15,393,319,3
35,454,457,3,1197,5207,2211,842,33,1303,3408,2715,1408,137,1208,1620,106,15.4678609062171,58.1886195995785,150.995785036881,8.3477344573235,13,371,331,1
36,468,442,3,1164,5388,2191,738,9,1341,3553,2667,1357,232,1326,1544,27,21.9093782929399,54.2971548998946,140.029504741834,9.76396206533193,18,398,305,2
42,460,439,8,1219,5435,2136,695,5,1369,3664,2686,1218,206,1370,1507,25,16.4383561643836,54.5753424657534,131.287671232877,5.6986301369863,24,412,305,0
43,436,463,7,1199,5360,2188,726,17,1339,3637,2598,1345,263,1272,1495,69,20.4847207586934,60.6859852476291,154.403582718651,7.42571127502634,21,385,298,2
42,451,446,10,1154,5471,2079,763,23,1353,3665,2511,1380,287,1252,1584,59,13.7513171759747,54.768177028451,145.337197049526,11.1433087460485,26,376,321,1
45,424,454,26,1151,5411,2145,755,28,1304,3600,2674,1326,259,1304,1528,84,24.0094836670179,59.63645943098,153.609062170706,7.7449947312961,28,380,293,3
50,430,448,21,1138,5279,2121,875,77,1278,3414,2579,1485,293,1255,1556,212,24.9905163329821,50.2360379346681,151.473129610116,15.3003161222339,24,368,309,6
55,430,441,23,1130,5398,2118,782,62,1249,3581,2610,1403,317,1257,1484,175,16.577449947313,57.5848261327713,123.894625922023,8.94309799789252,32,383,320,7
50,429,454,16,1149,5387,2111,774,69,1302,3599,2526,1388,348,1186,1546,203,18.3667017913593,60.8724973656481,157.166491043203,12.5943097997893,33,371,292,4
71,401,467,10,1145,5413,2117,768,47,1328,3587,2581,1364,338,1257,1582,131,25.027397260274,66.5563751317176,162.265542676502,7.15068493150685,37,360,288,3
67,397,477,8,1056,5454,2181,769,30,1227,3596,2720,1378,430,1132,1595,82,20.8640674394099,63.9831401475237,166.912539515279,12.2402528977871,42,346,295,2
56,399,477,17,1109,5414,2161,783,23,1267,3555,2675,1390,419,1172,1680,67,21.9473129610116,60.2212855637513,162.99894625922,8.83245521601686,38,339,314,4
69,408,451,21,1074,5461,2124,778,53,1241,3647,2589,1393,353,1104,1645,141,20.5110642781876,59.1201264488936,137.54478398314,11.8240252897787,38,347,329,6
66,427,443,13,1059,5442,2129,798,62,1189,3578,2657,1461,442,1150,1595,174,21.8398314014752,57.6469968387777,151.609062170706,9.9041095890411,37,361,303,7
51,430,463,5,1180,5393,2158,722,37,1359,3593,2603,1350,406,1207,1535,111,21.3603793466807,61.1348788198103,141.174920969442,9.32982086406744,34,387,295,0
51,401,491,6,1164,5412,2151,750,13,1365,3543,2613,1364,310,1264,1585,43,17.6775553213909,57.2065331928346,150.259220231823,7.85669125395153,26,365,324,1
35,437,473,4,1131,5386,2175,778,20,1273,3580,2643,1392,321,1104,1677,46,18.0979978925184,62.4984193888303,141.405690200211,6.99789251844046,28,356,334,2
43,431,472,3,1182,5301,2254,743,10,1321,3512,2726,1340,231,1243,1573,32,18.4994731296101,42.0642781875659,140.507903055848,7.92834562697576,19,388,333,0
45,408,489,7,1173,5412,2153,743,9,1357,3632,2633,1316,284,1257,1663,26,22.5584826132771,52.63645943098,141.930453108535,5.87460484720759,21,368,336,1
41,395,510,3,1080,5346,2206,839,19,1227,3484,2732,1447,273,1136,1704,58,16.5342465753425,52.3972602739726,140.191780821918,11.8767123287671,32,351,344,1
40,395,506,8,1014,5379,2260,825,12,1159,3489,2808,1441,268,1082,1724,24,15.1064278187566,55.940990516333,143.983140147524,8.96944151738672,20,350,353,2
17,397,508,27,1064,5233,2303,864,26,1149,3439,2750,1505,243,1107,1787,66,11.2223393045311,45.7871443624868,145.890410958904,10.100105374078,27,355,349,5
33,408,492,16,1039,5112,2317,949,73,1152,3288,2643,1633,105,1164,1774,223,16.1369863013699,51.5342465753425,167.356164383562,11.972602739726,10,347,336,9
40,409,493,7,1102,5273,2193,881,41,1200,3487,2637,1477,202,1159,1688,132,16.7291886195996,64.2613277133825,161.184404636459,9.82507903055848,22,351,321,3
40,419,478,12,1132,5288,2194,854,22,1310,3417,2587,1510,253,1159,1712,59,18.8198103266596,44.3256059009484,162.939936775553,8.91464699683878,24,358,332,0
37,428,463,21,1122,5332,2160,833,43,1242,3465,2629,1491,260,1257,1657,104,17.2687038988409,61.2023182297155,151.355110642782,11.1738672286617,23,365,316,4
38,429,468,14,1172,5270,2215,773,60,1334,3441,2648,1409,243,1215,1600,173,13.491043203372,53.7355110642782,143.599578503688,6.17386722866175,25,382,319,6
29,458,451,11,1096,5381,2181,798,34,1220,3639,2593,1449,232,1241,1572,117,11.4815595363541,65.7797681770284,137.778714436249,11.9599578503688,20,375,323,4
28,419,490,12,1200,5256,2211,787,36,1296,3504,2658,1395,195,1360,1519,85,11.927291886196,50.8735511064278,158.462592202318,9.73656480505796,15,387,315,1
46,384,506,13,1097,5327,2237,800,29,1262,3471,2691,1515,174,1209,1722,104,16.3435194942044,56.95468914647,152.539515279241,9.1622760800843,16,369,326,3
55,391,499,4,1004,5320,2330,793,43,1128,3496,2757,1479,289,1117,1779,112,15.0379346680717,43.0937829293994,150.154899894626,4.71338250790306,26,347,360,3
62,362,517,8,1038,5401,2259,783,9,1177,3625,2688,1449,340,1063,1711,34,17.4383561643836,64.5479452054795,156.945205479452,8.06849315068493,36,333,333,0
29,377,535,8,998,5312,2262,886,32,1121,3426,2727,1555,369,1038,1731,65,16.6480505795574,56.7671232876712,180.672286617492,4.91253951527924,31,315,341,3
36,381,522,10,1078,5182,2323,884,23,1170,3321,2779,1536,176,1109,1778,68,16.722866174921,47.9873551106428,157.291886195996,7.99789251844046,20,332,367,0
44,382,518,5,1022,5273,2276,883,36,1146,3424,2712,1514,224,1098,1742,83,14.5353003161222,58.6512118018967,157.848261327713,10.9652265542676,19,335,351,2
47,379,503,20,1052,5304,2231,880,23,1170,3475,2688,1510,274,1083,1795,45,21.7776606954689,48.8029504741834,164.775553213909,13.6438356164384,27,334,338,1
51,378,504,16,1061,5266,2287,816,60,1173,3443,2684,1501,274,1070,1733,181,19.0769230769231,60.3667017913593,155.489989462592,13.0663856691254,28,331,337,5
59,403,480,7,1050,5312,2189,885,54,1206,3454,2629,1514,288,1069,1747,146,20.7418335089568,61.1043203371971,172.101159114858,12.0526870389884,33,327,320,3
65,423,455,6,1136,5386,2095,849,24,1332,3519,2574,1445,378,1149,1605,60,15.7639620653319,49.3782929399368,147.207586933614,7.65015806111697,37,356,335,1
71,446,428,4,1155,5459,2108,749,19,1329,3637,2654,1267,393,1207,1544,50,18.9673340358272,56.190727081138,140.832455216017,9.00948366701791,40,368,315,1
59,445,440,5,1183,5608,1998,690,11,1379,3807,2524,1252,461,1277,1449,34,25.9620653319283,74.1390937829294,147.207586933614,6.69125395152792,35,378,282,0
56,444,440,9,1206,5490,2076,700,18,1367,3744,2577,1245,355,1246,1510,40,22.7860906217071,57.4120126448894,122.642781875659,9.15911485774499,39,397,301,0
67,450,425,7,1161,5443,2090,774,22,1316,3629,2640,1345,331,1269,1535,77,19.7660695468915,55.9641728134879,140.743940990516,9.52581664910432,37,382,302,2
41,457,444,7,1143,5592,1997,742,16,1337,3800,2506,1308,427,1311,1502,58,13.2423603793467,58.3561643835616,133.994731296101,7.40674394099052,38,387,310,1
34,481,420,14,1191,5467,2089,717,26,1396,3666,2571,1301,263,1341,1564,62,20.7376185458377,64.4889357218124,146.174920969442,8.59852476290833,20,398,289,2
21,467,453,8,1226,5389,2091,740,44,1401,3572,2632,1251,203,1326,1448,120,16.463645943098,52.36354056902,138.797681770285,9.37513171759747,18,426,287,1
38,457,452,2,1212,5321,2167,766,24,1400,3518,2639,1316,133,1260,1482,69,18.3972602739726,57.2876712328767,138.561643835616,6.75342465753425,15,398,313,2
34,439,466,10,1171,5479,2084,754,2,1328,3677,2652,1313,240,1333,1543,19,19.3804004214963,48.4510010537408,132.359325605901,8.80927291886196,19,408,311,2
46,456,440,7,1162,5334,2179,788,27,1251,3539,2726,1358,219,1205,1620,82,16.4615384615385,54.7966280295047,135.074815595364,7.66701791359326,23,393,319,0
36,453,453,7,1243,5363,2123,743,18,1402,3567,2661,1266,283,1290,1552,63,19.827186512118,56.8851422550053,140.914646996839,6.37302423603793,27,398,299,1
44,419,477,9,1155,5472,2104,735,24,1321,3707,2552,1340,210,1295,1622,59,21.1970495258166,54.5711275026343,129.888303477345,8.34351949420443,23,393,316,3
38,442,452,17,1117,5377,2183,790,23,1278,3571,2630,1386,286,1173,1625,75,22.9146469968388,58.5289778714436,173.654373024236,6.90200210748156,30,370,287,0
25,450,461,13,1202,5293,2176,772,47,1328,3524,2589,1381,252,1270,1555,145,18.2086406743941,57.913593256059,157.049525816649,6.82824025289779,16,388,302,3
25,457,454,13,1206,5360,2125,771,28,1363,3577,2612,1358,152,1315,1620,114,12.3445732349842,52.0716543730242,139.381454162276,9.20231822971549,18,398,319,1
